iter	RMSE
433	0.00121500276
434	0.001213114501
435	0.001212389257
436	0.001210863686
437	0.001208841976
438	0.001206193161
439	0.001205096694
440	0.001203281625
441	0.00120157426
442	0.001200337211
443	0.001199007176
444	0.001197334252
445	0.001196008273
446	0.00119405398
447	0.001191414075
448	0.001189806437
449	0.001189385682
450	0.001187701431
451	0.001186316562
452	0.001184379051
453	0.001182149585
454	0.00117992609
455	0.001178340802
456	0.001177141123
457	0.001176208149
458	0.001175119101
459	0.001172748097
460	0.001170086134
461	0.001168624098
462	0.001167215795
463	0.001166868504
464	0.001165434333
465	0.001163049247
466	0.001161076778
467	0.001159153675
468	0.001156955226
469	0.001156559665
470	0.001156015749
471	0.001154468851
472	0.001152582882
473	0.001152360641
474	0.001151093455
475	0.001149731061
476	0.001149157271
477	0.001147861229
478	0.001145710387
479	0.001143656512
480	0.001142611105
481	0.001140737572
482	0.001139094888
483	0.001136642819
484	0.001135055009
485	0.001133340813
486	0.0011312659
487	0.001129815024
488	0.001128642551
489	0.001126304879
490	0.00112411212
491	0.001121992729
492	0.001120076951
493	0.001119894726
494	0.001117662566
495	0.001115447212
496	0.001113850795
497	0.001113480674
498	0.001112324256
499	0.001111192891
